	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr7_96723480_96723680	chr7	96723480	96723680	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001310760, intron 8 of 32)	intron (NM_001310760, intron 8 of 32)	77969.0	NR_045874	791381.0	Mm.402112	NR_045874	ENSMUSG00000053049	Gm15413	ENSMUSG00000053049|OTTMUSG00000021246	predicted gene 15413	ncRNA	24.515	0.385
chr3_19369083_19369283	chr3	19369083	19369283	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1F|LTR|ERVL-MaLR	-57861.0	NM_001122759	18583.0	Mm.355614	NM_008802	ENSMUSG00000069094	Pde7a	AU015378|AW047537	phosphodiesterase 7A	protein-coding	91.465	43.53
chr18_23433375_23433575	chr18	23433375	23433575	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010087, intron 1 of 11)	Lx3_Mus|LINE|L1	18066.0	NM_001285807	13527.0	Mm.94371	NM_010087	ENSMUSG00000024302	Dtna	2210407P21Rik|DTN-A|Dtn|Gm19389|a-DB-1|adbn	dystrobrevin alpha	protein-coding	27.945	10.64
chr1_156014825_156015025	chr1	156014825	156015025	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001160018, intron 8 of 9)	intron (NM_001160018, intron 8 of 9)	19892.0	NM_001160019	208263.0	Mm.211654	NM_144791	ENSMUSG00000026466	Tor1aip1	LAP1|Lap1B	torsin A interacting protein 1	protein-coding	33.23	4.075
chr8_31713357_31713557	chr8	31713357	31713557	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	204746.0	NM_178591	211323.0	Mm.153432	NM_178591	ENSMUSG00000062991	Nrg1	6030402G23Rik|ARIA|D230005F13Rik|GGF|GGFII|HRG|HRGalpha|Hgl|NDF|SMDF	neuregulin 1	protein-coding	14.65	2.695
chr4_55221684_55221884	chr4	55221684	55221884	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx3C|LINE|L1	-128258.0	NM_009011	19359.0	Mm.196846	NM_009011	ENSMUSG00000028426	Rad23b	0610007D13Rik|AV001138|HR23B|mHR23B|p58	RAD23 homolog B, nucleotide excision repair protein	protein-coding	165.79	14.85
chr5_123886515_123886715	chr5	123886515	123886715	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-6595.0	NM_175520	243270.0	Mm.33362	NM_175520	ENSMUSG00000049241	Hcar1	Gpr81	hydrocarboxylic acid receptor 1	protein-coding	23.89	5.385
chr2_131105990_131106190	chr2	131105990	131106190	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-19325.0	NM_011426	20612.0	Mm.1374	NM_011426	ENSMUSG00000027322	Siglec1	Cd169|Siglec-1|Sn	sialic acid binding Ig-like lectin 1, sialoadhesin	protein-coding	72.68	1.77
chr5_23674793_23674993	chr5	23674793	23674993	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	37774.0	NR_038090	433855.0	Mm.205125	NR_015554	ENSMUSG00000105987	AI506816	-	expressed sequence AI506816	ncRNA	47.24500000000001	4.075
chr11_58096229_58096442	chr11	58096235	58096435	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-7818.0	NM_026949	69125.0	Mm.28910	NM_026949	ENSMUSG00000020515	Cnot8	1500015I04Rik|1810022F04Rik|AA536816|AU015770|AU043059	CCR4-NOT transcription complex, subunit 8	protein-coding	89.55	42.715
chr14_14603577_14603777	chr14	14603577	14603777	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-99348.0	NM_001033270	218756.0	Mm.258893	NM_001033270	ENSMUSG00000021733	Slc4a7	E430014N10Rik|NBC3|NBCn1|NBCn1-G	solute carrier family 4, sodium bicarbonate cotransporter, member 7	protein-coding	17.25	7.71
chr11_20247078_20247278	chr11	20247078	20247278	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_172260, intron 1 of 6)	intron (NM_172260, intron 1 of 6)	2246.0	NM_172260	216543.0	Mm.260314	NM_172260	ENSMUSG00000044066	Cep68	6030463E10Rik|AI481761|BC027174|Kiaa0582	centrosomal protein 68	protein-coding	30.735	7.78
chr1_186409884_186410096	chr1	186409890	186410090	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	148691.0	NR_131158	320449.0	Mm.404477	NR_131124	ENSMUSG00000103690	A730004F24Rik	-	RIKEN cDNA A730004F24 gene	ncRNA	94.135	25.18
chr17_88540411_88540665	chr17	88540438	88540638	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_028658, intron 1 of 21)	intron (NM_028658, intron 1 of 21)	10414.0	NM_028658	73825.0	Mm.271817	NM_028658	ENSMUSG00000034709	Ppp1r21	1110018J12Rik|AI426045|AW550781|Ccdc128|Klraq1	protein phosphatase 1, regulatory subunit 21	protein-coding	75.77000000000002	30.07
chr3_91045825_91046025	chr3	91045825	91046025	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	ORR1C1|LTR|ERVL-MaLR	-25737.0	NR_033593	619677.0	Mm.396622	NR_033593	ENSMUSG00000086377	4930529C04Rik	-	zinc finger, BED domain containing 4 pseudogene	pseudo	18.405	5.92
chr2_172781332_172781551	chr2	172781341	172781541	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MIRc|SINE|MIR	158880.0	NM_007557	12162.0	Mm.595	NM_007557	ENSMUSG00000008999	Bmp7	OP1	bone morphogenetic protein 7	protein-coding	40.035	19.335
chr3_51117505_51117705	chr3	51117505	51117705	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-106842.0	NM_009834	12457.0	Mm.86541	NM_009834	ENSMUSG00000023087	Noct	AU043840|Ccr4|Ccrn4l	nocturnin	protein-coding	18.855	6.475
chr19_55825570_55825770	chr19	55825570	55825770	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_138565, intron 4 of 15)	intron (NR_138565, intron 4 of 15)	-69651.0	NM_001142924	21416.0	Mm.139815	NM_009333	ENSMUSG00000024985	Tcf7l2	TCF4B|TCF4E|Tcf-4|Tcf4	transcription factor 7 like 2, T cell specific, HMG box	protein-coding	31.735	0.77
chr7_102037513_102037713	chr7	102037513	102037713	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_029211, intron 3 of 8)	intron (NM_029211, intron 3 of 8)	-19458.0	NM_010531	16068.0	Mm.422756	NM_010531	ENSMUSG00000070427	Il18bp	IL-18BP|Igifbp|MC54L	interleukin 18 binding protein	protein-coding	18.7	0.385
chr18_82091627_82091838	chr18	82091632	82091832	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-99652.0	NR_039589	100628596.0		NR_039589	ENSMUSG00000093036	Mir5127	mmu-mir-5127|mu-mir-5127	microRNA 5127	ncRNA	156.75	42.285
chr17_31110336_31110550	chr17	31110343	31110543	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_009593, intron 11 of 14)	ORR1E|LTR|ERVL-MaLR	19168.0	NM_011575	21786.0	Mm.4641	NM_011575	ENSMUSG00000024029	Tff3	ITF|mITF	trefoil factor 3, intestinal	protein-coding	143.70499999999996	24.715
chr5_111176703_111176903	chr5	111176703	111176903	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001267622, intron 5 of 22)	intron (NM_001267622, intron 5 of 22)	-153894.0	NM_001301666	56305.0	Mm.200516	NM_019640	ENSMUSG00000050017	Pitpnb	PI-TP-beta	phosphatidylinositol transfer protein, beta	protein-coding	169.51	4.8599999999999985
chr1_38886079_38886279	chr1	38886079	38886279	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_145142, intron 2 of 6)	intron (NM_145142, intron 2 of 6)	11981.0	NM_145142	98388.0	Mm.260054	NM_145142	ENSMUSG00000026080	Chst10	AI507003|AU041319|Hnk-1st|ST	carbohydrate sulfotransferase 10	protein-coding	19.78	2.385
chr7_91829078_91829278	chr7	91829078	91829278	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_011807, intron 4 of 22)	intron (NM_011807, intron 4 of 22)	-233216.0	NM_001243046	23859.0	Mm.147213	NM_011807	ENSMUSG00000052572	Dlg2	A330103J02Rik|B230218P12Rik|B330007M19Rik|Dlgh2|Gm1197|Gm21505|PSD93	discs, large homolog 2 (Drosophila)	protein-coding	17.19	5.3100000000000005
chr8_45452804_45453004	chr8	45452804	45453004	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	GA-rich|Low_complexity|Low_complexity	-42365.0	NM_126166	142980.0	Mm.33874	NM_126166	ENSMUSG00000031639	Tlr3	AI957183	toll-like receptor 3	protein-coding	27.295	11.54
chr3_94483401_94483601	chr3	94483401	94483601	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_110353, intron 1 of 11)	intron (NR_110353, intron 1 of 11)	779.0	NR_110353	78784.0	Mm.44292	NM_172434	ENSMUSG00000028137	Celf3	4930415M08Rik|BRUNOL1|CAGH4|ERDA4|Tnrc4	CUGBP, Elav-like family member 3	protein-coding	28.085	9.635
chr17_44150864_44151064	chr17	44150864	44151064	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-37608.0	NM_172621	224796.0	Mm.37666	NM_172621	ENSMUSG00000023959	Clic5	5730531E12Rik|B330005L24|Gm322|jbg	chloride intracellular channel 5	protein-coding	45.83	13.385
chr4_15233796_15233996	chr4	15233796	15233996	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-31924.0	NM_181401	100201.0	Mm.394111	NM_181401	ENSMUSG00000043252	Tmem64	9630015D15Rik|AI790744|AV300874	transmembrane protein 64	protein-coding	89.34	2.24
chr3_58668369_58668569	chr3	58668369	58668569	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1M2|LINE|L1	16427.0	NR_004433	666680.0	Mm.422212	NR_004433		Gm8234	AU022133	spermine synthase pseudogene	pseudo	24.93	4.17
chr10_12690650_12690973	chr10	12690711	12690911	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	exon (NM_011682, exon 26 of 74)	exon (NM_011682, exon 26 of 74)	170924.0	NM_011682	22288.0	Mm.331784	NM_011682	ENSMUSG00000019820	Utrn	AA589569|DRP|Dmdl	utrophin	protein-coding	59.135	20.645000000000003
chr9_89743297_89743538	chr9	89743317	89743517	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	CT-rich|Low_complexity|Low_complexity	-4942.0	NM_207260	330998.0	Mm.294417	NM_207260	ENSMUSG00000047606	Ankrd34c	B230218L05Rik|BB276295|Gm771	ankyrin repeat domain 34C	protein-coding	91.845	42.265
chr1_82235541_82235754	chr1	82235547	82235747	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	3' UTR (NM_010570, exon 2 of 2)	3' UTR (NM_010570, exon 2 of 2)	55792.0	NM_010570	16367.0	Mm.4952	NM_010570	ENSMUSG00000055980	Irs1	G972R|IRS-1	insulin receptor substrate 1	protein-coding	37.55	17.335
chr1_24302121_24302321	chr1	24302121	24302321	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_007733, intron 37 of 50)	intron (NM_007733, intron 37 of 50)	107018.0	NM_001290691	12839.0	Mm.154662	NM_007740	ENSMUSG00000026147	Col9a1	Col9a-1	collagen, type IX, alpha 1	protein-coding	18.05	7.3900000000000015
chr6_29485109_29485309	chr6	29485109	29485309	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001029985, intron 32 of 37)	intron (NM_001029985, intron 32 of 37)	13772.0	NM_001145360	668210.0	Mm.420607	NM_001145360	ENSMUSG00000090685	Gm9047	EG668210	predicted gene 9047	protein-coding	14.704999999999998	6.0950000000000015
chr3_33800942_33801142	chr3	33800942	33801142	+	1000.0	BALBC_PU1_notx_idr.tsv	exon (NM_025978, exon 2 of 10)	exon (NM_025978, exon 2 of 10)	859.0	NM_025978	67120.0	Mm.275710	NM_025978	ENSMUSG00000027677	Ttc14	2700016E08Rik|4930434D01Rik|4931403I22Rik|4933402I15Rik|AI662468|AU014779|AW561908|cI-44|mKIAA1980	tetratricopeptide repeat domain 14	protein-coding	16.215	6.85
chr7_115149067_115149267	chr7	115149067	115149267	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	197893.0	NR_040319	101786.0	Mm.395157	NR_040317	ENSMUSG00000108379	A730082K24Rik	AU044236	RIKEN cDNA A730082K24 gene	ncRNA	34.620000000000005	5.855
chr10_62132686_62132894	chr10	62132690	62132890	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_009719)	promoter-TSS (NM_009719)	-300.0	NM_009719	11925.0	Mm.57236	NM_009719	ENSMUSG00000044312	Neurog3	Atoh5|Math4B|bHLHa7|ngn3	neurogenin 3	protein-coding	33.98	15.485
chr17_86078156_86078356	chr17	86078156	86078356	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_030133, intron 14 of 20)	intron (NM_030133, intron 14 of 20)	66919.0	NM_030133	78586.0	Mm.146236	NM_030133	ENSMUSG00000024135	Srbd1	AI461933|C85414|D530025C17Rik	S1 RNA binding domain 1	protein-coding	24.635	10.625
chr4_81673678_81673878	chr4	81673678	81673878	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Lx8b|LINE|L1	-186765.0	NR_030570	100124446.0		NR_030570	ENSMUSG00000077941	Mir466h	Mirn466h	microRNA 466h	ncRNA	16.96	6.94
chr6_83087182_83087382	chr6	83087182	83087382	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_010692, intron 1 of 1)	intron (NM_010692, intron 1 of 1)	917.0	NM_010692	16815.0	Mm.20359	NM_010692	ENSMUSG00000034968	Lbx2	Lbx2h	ladybird homeobox homolog 2 (Drosophila)	protein-coding	22.255	7.165
chr15_65701988_65702188	chr15	65701988	65702188	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-84953.0	NM_133766	76740.0	Mm.260647	NM_133766	ENSMUSG00000015002	Efr3a	A130089M23Rik|BB071175|C76891|C920006C10Rik|D030063F01Rik|mKIAA0143	EFR3 homolog A	protein-coding	21.525	7.775
chr19_42780615_42780815	chr19	42780615	42780815	+	1000.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_019424)	promoter-TSS (NM_019424)	-739.0	NM_019424	192236.0	Mm.218381	NM_019424	ENSMUSG00000025188	Hps1	6030422N11Rik|BB405864|Gm21361|Hps|ep	Hermansky-Pudlak syndrome 1	protein-coding	27.585	5.62
chr9_115214256_115214456	chr9	115214256	115214456	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_148958, intron 5 of 9)	intron (NM_148958, intron 5 of 9)	67714.0	NR_029430	111186.0	Mm.484753	NR_029430		Stmn1-rs1	Lag-rs1|Lap18-rs1	stathmin 1, related sequence 1	pseudo	21.05	0.6950000000000001
chr6_129922652_129922852	chr6	129922652	129922852	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	IAPEY3-int|LTR|ERVK	-9528.0	NM_008463	16636.0	Mm.14111	NM_008463	ENSMUSG00000030173	Klra5	Ly49e	killer cell lectin-like receptor, subfamily A, member 5	protein-coding	28.105000000000004	2.54
chr8_33730816_33731031	chr8	33730823	33731023	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001167921)	promoter-TSS (NM_001167921)	-991.0	NM_001167921	68153.0	Mm.286104	NM_026584	ENSMUSG00000031585	Gtf2e2	34kDa|AI462509|C330006J08Rik	general transcription factor II E, polypeptide 2 (beta subunit)	protein-coding	67.47	31.145
chr9_43730025_43730225	chr9	43730025	43730225	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-14451.0	NM_021424	58235.0	Mm.335096	NM_021424	ENSMUSG00000032012	Nectin1	AI835281|AW549174|Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1	nectin cell adhesion molecule 1	protein-coding	17.994999999999994	7.324999999999998
chr8_111033625_111033825	chr8	111033625	111033825	+	1000.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_146217)	promoter-TSS (NM_146217)	-117.0	NM_146217	234734.0	Mm.24174	NM_146217	ENSMUSG00000031960	Aars	AI316495|C76919|sti	alanyl-tRNA synthetase	protein-coding	17.595	7.775
chr11_113430314_113430526	chr11	113430320	113430520	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_027216, intron 5 of 9)	intron (NM_027216, intron 5 of 9)	135395.0	NM_001166503	69806.0	Mm.341021	NM_027216	ENSMUSG00000041654	Slc39a11	1810074D23Rik	solute carrier family 39 (metal ion transporter), member 11	protein-coding	46.39	19.025
chr7_29008853_29009053	chr7	29008853	29009053	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_009109, intron 100 of 105)	intron (NM_009109, intron 100 of 105)	26099.0	NM_008279	26411.0	Mm.148278	NM_008279	ENSMUSG00000037337	Map4k1	Hpk1|mHPK1	mitogen-activated protein kinase kinase kinase kinase 1	protein-coding	33.79	7.4700000000000015
chr1_127971209_127971409	chr1	127971209	127971409	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_027678, intron 14 of 20)	intron (NM_027678, intron 14 of 20)	102536.0	NM_178690	226407.0	Mm.489713	NM_178690	ENSMUSG00000036104	Rab3gap1	1700003B17Rik|4732493F09Rik|AL117896|Rab3gap|p130	RAB3 GTPase activating protein subunit 1	protein-coding	34.235	13.96
chr6_56282882_56283103	chr6	56282892	56283092	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001159956, intron 1 of 16)	intron (NM_001159956, intron 1 of 16)	79400.0	NM_001025568	18575.0	Mm.5145	NM_011054	ENSMUSG00000004347	Pde1c	-	phosphodiesterase 1C	protein-coding	65.28	30.885
chr5_119897403_119897603	chr5	119897403	119897603	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	GA-rich|Low_complexity|Low_complexity	62840.0	NM_011537	21388.0	Mm.103636	NM_011537	ENSMUSG00000018263	Tbx5	-	T-box 5	protein-coding	35.035	6.315
chr8_84436833_84437033	chr8	84436833	84437033	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001252061, intron 1 of 46)	intron (NM_001252061, intron 1 of 46)	21569.0	NM_001252060	12286.0	Mm.334658	NM_007578	ENSMUSG00000034656	Cacna1a	APCA|BI|Caca1a|Cacnl1a4|Cav2.1|Ccha1a|EA2|FHM|HPCA|MHP|MHP1|SCA6|alpha1A|la|nmf352|rkr|smrl|tg	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	protein-coding	77.435	1.62
chr17_50034384_50034584	chr17	50034384	50034584	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_181397, intron 7 of 9)	MTD|LTR|ERVL-MaLR	156013.0	NM_181397	76438.0	Mm.41854	NM_181397	ENSMUSG00000039316	Rftn1	2310015N21Rik|AI853526	raftlin lipid raft linker 1	protein-coding	16.675	7.095
chr10_86422069_86422269	chr10	86422069	86422269	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001164495, intron 3 of 6)	L2a|LINE|L2	76727.0	NM_013722	27204.0	Mm.394931	NM_013722	ENSMUSG00000059602	Syn3	-	synapsin III	protein-coding	15.06	7.004999999999999
chr2_102009636_102009839	chr2	102009637	102009837	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_001290784, intron 4 of 5)	intron (NM_001290784, intron 4 of 5)	123475.0	NM_029635	76501.0	Mm.330424	NM_029635	ENSMUSG00000027163	Commd9	1810029F08Rik|AA409293	COMM domain containing 9	protein-coding	50.345	23.735
chr3_53522858_53523067	chr3	53522862	53523062	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_172862, intron 18 of 23)	intron (NM_172862, intron 18 of 23)	34169.0	NM_153156	229277.0	Mm.222810	NM_153156	ENSMUSG00000027744	Stoml3	Epb7.2l|SLP3|sro	stomatin (Epb7.2)-like 3	protein-coding	57.605	21.48
chr11_46810621_46810821	chr11	46810621	46810821	+	1000.0	BALBC_PU1_notx_idr.tsv	promoter-TSS (NM_178759)	promoter-TSS (NM_178759)	-78.0	NM_178759	276891.0	Mm.69002	NM_178759	ENSMUSG00000055546	Timd4	B430010N18Rik|TIM-4|Tim4	T cell immunoglobulin and mucin domain containing 4	protein-coding	62.05	4.765
chr2_105417759_105417968	chr2	105417763	105417963	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-18544.0	NM_009037	19672.0	Mm.4876	NM_009037	ENSMUSG00000005973	Rcn1	Rcn	reticulocalbin 1	protein-coding	40.065	17.565
chr19_47313838_47314038	chr19	47313838	47314038	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001164717, intron 8 of 13)	intron (NM_001164717, intron 8 of 13)	-40349.0	NR_105961	102466782.0		NR_105961	ENSMUSG00000098786	Mir6995	Gm27576|mmu-mir-6995	microRNA 6995	ncRNA	16.5	4.93
chr12_24651739_24652019	chr12	24651779	24651979	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_178357, intron 1 of 3)	CpG	508.0	NM_178357	194655.0	Mm.9616	NM_178357	ENSMUSG00000020653	Klf11	9830142A17|D12Ertd427e|Tieg2|Tieg2b|Tieg3	Kruppel-like factor 11	protein-coding	42.395	20.335
chr6_134526832_134527032	chr6	134526832	134527032	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_008514, intron 2 of 22)	intron (NM_008514, intron 2 of 22)	39981.0	NM_008514	16974.0	Mm.321990	NM_008514	ENSMUSG00000030201	Lrp6	C030016K15Rik|Cd|Gw|ska26|ska<m26Jus>|skax26	low density lipoprotein receptor-related protein 6	protein-coding	22.665	7.935
chr2_165985492_165985692	chr2	165985492	165985692	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1M4|LINE|L1	-7045.0	NM_008679	17979.0	Mm.469663	NM_008679	ENSMUSG00000027678	Ncoa3	2010305B15Rik|AW321064|Actr|Aib1|KAT13B|Rac3|Src3|Tram-1|Tram1|bHLHe42|p/Cip|pCip	nuclear receptor coactivator 3	protein-coding	34.465	10.56
chr19_12258019_12258219	chr19	12258019	12258219	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NR_030566, intron 2 of 3)	Lx5c|LINE|L1	-10113.0	NM_146686	258681.0	Mm.271522	NM_146686	ENSMUSG00000060049	Olfr235	MOR214-3|Olfr232|Olfr232-ps1|Olfr235-ps1|Olfr245|Olfr245-ps1	olfactory receptor 235	protein-coding	16.445	3.155
chr8_35366589_35366829	chr8	35366609	35366809	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-9032.0	NM_177741	244416.0	Mm.247126	NM_177741	ENSMUSG00000046794	Ppp1r3b	6430576E21|AW821953|GL|PTG	protein phosphatase 1, regulatory (inhibitor) subunit 3B	protein-coding	89.16499999999998	32.8
chr6_145002412_145002616	chr6	145002414	145002614	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_007532, intron 10 of 10)	intron (NM_007532, intron 10 of 10)	46298.0	NM_001024468	12035.0	Mm.4606	NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding	38.715	16.785
chr9_41932194_41932394	chr9	41932194	41932394	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	L1ME1|LINE|L1	191995.0	NM_011436	20660.0	Mm.121920	NM_011436	ENSMUSG00000049313	Sorl1	2900010L19Rik|AI596264|AW261561|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	23.595	7.935
chr1_121461970_121462193	chr1	121461981	121462181	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_029955, intron 9 of 23)	intron (NM_029955, intron 9 of 23)	31014.0	NM_001025156	70829.0	Mm.25788	NM_027567	ENSMUSG00000026339	Ccdc93	4633402D15Rik|9230102M16Rik	coiled-coil domain containing 93	protein-coding	94.9	45.82
chr10_12114672_12114872	chr10	12114672	12114872	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	505548.0	NM_013898	30058.0	Mm.214504	NM_013898	ENSMUSG00000048007	Timm8a1	DXHXS1274E|Ddp1|Fci-12|Tim8a|Timm8a	translocase of inner mitochondrial membrane 8A1	protein-coding	23.835	6.93
chr1_173952263_173952464	chr1	173952263	173952463	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	L1_Mur2|LINE|L1	-9691.0	NM_001302650	15950.0	Mm.463437	NM_008328	ENSMUSG00000039997	Ifi203	Mndal	interferon activated gene 203	protein-coding	89.34	23.05
chr13_67603697_67603897	chr13	67603697	67603897	+	1000.0	BALBC_PU1_notx_idr.tsv	intron (NM_001163246, intron 1 of 3)	L1_Mur2|LINE|L1	5910.0	NM_001163246	100416706.0	Mm.478045	NM_001163246	ENSMUSG00000058093	Zfp729b	AA987127	zinc finger protein 729b	protein-coding	14.71	0.0
chr7_80919028_80919231	chr7	80919029	80919229	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_019951, intron 4 of 5)	intron (NM_019951, intron 4 of 5)	-14067.0	NM_026523	68039.0	Mm.22246	NM_026523	ENSMUSG00000025723	Nmb	3110023K12Rik	neuromedin B	protein-coding	159.47500000000005	20.955
chr8_37367341_37367541	chr8	37367341	37367541	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-343203.0	NR_126063	414128.0	Mm.450976	NR_126063	ENSMUSG00000110242	G630064G18Rik	-	RIKEN cDNA G630064G18 gene	ncRNA	30.575000000000006	3.465
chr1_56942287_56942491	chr1	56942289	56942489	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_139146, intron 3 of 10)	intron (NM_139146, intron 3 of 10)	28945.0	NM_139146	212712.0	Mm.145599	NM_139146	ENSMUSG00000038331	Satb2	mKIAA1034	special AT-rich sequence binding protein 2	protein-coding	64.24000000000001	25.655
chr17_6477231_6477431	chr17	6477231	6477431	+	1000.0	BALBC_PU1_notx_idr.tsv	Intergenic	Intergenic	-26337.0	NR_033520	547127.0	Mm.297552	NM_001045538		Tmem181b-ps	Tmem181b	transmembrane protein 181B, pseudogene	pseudo	35.3	6.315
