	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	BALBC	C57Bl6
chr9_102615168_102615394	chr9	102615181	102615381	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	exon (NM_001081122, exon 6 of 17)	exon (NM_001081122, exon 6 of 17)	10843.0	NM_001081122	28135.0	Mm.38910	NM_001081122	ENSMUSG00000032534	Cep63	4921501M07|AL450317.13gm1|AW107703|CD20R|D9Mgc41|D9Mgc48e|ET2	centrosomal protein 63	protein-coding	23.71	111.925
chr10_127359173_127359374	chr10	127359173	127359373	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_010565, intron 1 of 1)	C-rich|Low_complexity|Low_complexity	-7425.0	NM_008382	16326.0	Mm.3510	NM_008382	ENSMUSG00000047492	Inhbe	-	inhibin beta-E	protein-coding	33.63	84.21000000000002
chr12_17427703_17427903	chr12	17427703	17427903	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001008421, intron 20 of 20)	intron (NM_001008421, intron 20 of 20)	72411.0	NR_037226	100526470.0		NR_037226	ENSMUSG00000093037	Mir3066	mir-3066|mmu-mir-3066	microRNA 3066	ncRNA	3.46	26.025
chr1_36160153_36160353	chr1	36160153	36160353	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_198899, intron 31 of 40)	intron (NM_198899, intron 31 of 40)	-15940.0	NR_105862	102465540.0		NR_105862	ENSMUSG00000098752	Mir6897	Gm27652|mmu-mir-6897	microRNA 6897	ncRNA	9.12	20.705
chr1_173413885_173414085	chr1	173413885	173414085	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-6619.0	NM_001013779	383619.0	Mm.131453	NM_001013779	ENSMUSG00000037860	Aim2	Gm1313|Ifi210	absent in melanoma 2	protein-coding	5.125	43.18
chr9_121423698_121423898	chr9	121423698	121423898	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_175114, intron 2 of 15)	intron (NM_175114, intron 2 of 15)	56840.0	NM_175114	67095.0	Mm.491112	NM_175114	ENSMUSG00000032536	Trak1	2310001H13Rik|AI413908|AI467545|hyrt|mKIAA1042	trafficking protein, kinesin binding 1	protein-coding	7.555	55.22
chr12_17776613_17776813	chr12	17776613	17776813	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_016677, intron 1 of 3)	intron (NM_016677, intron 1 of 3)	85899.0	NM_016677	53602.0	Mm.313619	NM_016677	ENSMUSG00000071379	Hpcal1	NVP-3|Nvp3|VILIP3|Vnsl3|Vsnl3	hippocalcin-like 1	protein-coding	10.085	25.45
chr1_160233286_160233486	chr1	160233286	160233486	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001038621, intron 6 of 8)	L1Md_F2|LINE|L1	-20494.0	NM_009786	12301.0	Mm.10702	NM_009786	ENSMUSG00000014226	Cacybp	SIP	calcyclin binding protein	protein-coding	8.95	76.46
chr13_44498474_44498676	chr13	44498475	44498675	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB|LTR|ERVL-MaLR	58848.0	NR_045489	69491.0	Mm.392410	NR_045489	ENSMUSG00000098144	1700029N11Rik	-	RIKEN cDNA 1700029N11 gene	ncRNA	14.595	45.0
chr15_81744798_81744998	chr15	81744798	81744998	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001081016)	promoter-TSS (NM_001081016)	50.0	NM_001081016	20286.0	Mm.432075	NM_001081016	ENSMUSG00000022390	Zc3h7b	Gm627|Scrg3|Zc2h7b|mKIAA1031	zinc finger CCCH type containing 7B	protein-coding	9.86	40.0
chr17_34239766_34239991	chr17	34239778	34239978	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_010389, intron 1 of 5)	intron (NM_010389, intron 1 of 5)	973.0	NM_010389	15002.0	Mm.327358	NM_010389	ENSMUSG00000041538	H2-Ob	A-beta-2|A-beta2|H-2Ab|H-2I|H-2Ob|H2-Ab|H2-Ab2|H2-IAb2|Ob	histocompatibility 2, O region beta locus	protein-coding	20.54	54.31
chr7_16338427_16338627	chr7	16338427	16338627	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001285892, intron 6 of 8)	intron (NM_001285892, intron 6 of 8)	28944.0	NM_133234	170770.0	Mm.7660	NM_133234	ENSMUSG00000002083	Bbc3	PUMA|PUMA/JFY1	BCL2 binding component 3	protein-coding	2.825	30.185
chr1_15690906_15691106	chr1	15690906	15691106	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001098528, intron 1 of 1)	intron (NM_001098528, intron 1 of 1)	-114640.0	NM_001286628	21749.0	Mm.4306	NM_009352	ENSMUSG00000025925	Terf1	Pin2|Trbf1|Trf1	telomeric repeat binding factor 1	protein-coding	7.27	18.265
chr6_136489938_136490138	chr6	136489938	136490138	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-28813.0	NM_019426	54343.0	Mm.173271	NM_019426	ENSMUSG00000030213	Atf7ip	2610204M12Rik|AM|Mcaf1	activating transcription factor 7 interacting protein	protein-coding	8.355	22.42
chr3_90575330_90575530	chr3	90575330	90575530	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-14817.0	NM_001195760	628324.0	Mm.33816	NM_001195760	ENSMUSG00000094018	S100a2	CaN19|EG628324|S100L	S100 calcium binding protein A2	protein-coding	5.305	14.41
chr9_78363481_78363681	chr9	78363481	78363681	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	4618.0	NM_025274	434423.0	Mm.139314	NM_025274	ENSMUSG00000060461	Dppa5a	AA536857|Dppa5|Esg1|ecat2	developmental pluripotency associated 5A	protein-coding	5.54	39.035
chr16_19778576_19778776	chr16	19778576	19778776	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1D2|LTR|ERVL-MaLR	18442.0	NM_001159407	108105.0	Mm.33935	NM_054052	ENSMUSG00000022686	B3gnt5	beta3GnT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	protein-coding	10.91	24.625
chr13_76632560_76632760	chr13	76632560	76632760	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_030174, intron 1 of 20)	intron (NM_030174, intron 1 of 20)	247699.0	NM_030174	78771.0	Mm.316249	NM_030174	ENSMUSG00000021596	Mctp1	2810465F10Rik	multiple C2 domains, transmembrane 1	protein-coding	3.575	14.795
chr2_72990102_72990302	chr2	72990102	72990302	+	1000.0	C57Bl6_PU1_notx_idr.tsv	TTS (NR_045269)	TTS (NR_045269)	-9756.0	NM_001018042	20687.0	Mm.124328	NM_011450	ENSMUSG00000027109	Sp3	D130027J01Rik	trans-acting transcription factor 3	protein-coding	5.255	16.405
chr5_122843945_122844145	chr5	122843945	122844145	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RLTR30B_MM|LTR|ERV1	-6143.0	NM_030564	80751.0	Mm.388529	NM_030564	ENSMUSG00000029474	Rnf34	AW061037|AW536122|BC004042|C88279|RIFF	ring finger protein 34	protein-coding	1.905	76.02000000000002
chr1_128401098_128401298	chr1	128401098	128401298	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_177445, intron 4 of 15)	intron (NM_177445, intron 4 of 15)	16218.0	NM_145507	226414.0	Mm.28693	NM_145507	ENSMUSG00000026356	Dars	5730439G15Rik	aspartyl-tRNA synthetase	protein-coding	7.15	27.41
chr1_172063050_172063250	chr1	172063050	172063250	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	G-rich|Low_complexity|Low_complexity	-5554.0	NM_010916	18071.0	Mm.2474	NM_010916	ENSMUSG00000051251	Nhlh1	Hen1|Nscl|Tal2|bHLHa35	nescient helix loop helix 1	protein-coding	7.9	22.5
chr10_105577780_105577980	chr10	105577780	105577980	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_038032, intron 1 of 2)	intron (NR_038032, intron 1 of 2)	3329.0	NR_038032	327812.0	Mm.191660	NR_038032	ENSMUSG00000085282	Gm15663	9330159K06|OTTMUSG00000025047	predicted gene 15663	ncRNA	3.805	26.97
chr13_45088540_45088786	chr13	45088563	45088763	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	B3|SINE|B2	-86567.0	NM_025772	94245.0	Mm.352311	NM_025772	ENSMUSG00000057531	Dtnbp1	5430437B18Rik|AW048963|Bloc1s8|dysbindin|sdy	dystrobrevin binding protein 1	protein-coding	16.21	40.57
chr6_134247410_134247610	chr6	134247410	134247610	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001303102, intron 5 of 8)	intron (NM_001303102, intron 5 of 8)	-148819.0	NM_025778	66813.0	Mm.474472	NM_025778	ENSMUSG00000030200	Bcl2l14	4930452K23Rik|4933405K19Rik|9030625M01Rik|AI429211|Bclg	BCL2-like 14 (apoptosis facilitator)	protein-coding	6.455	101.43
chr7_37594491_37594730	chr7	37594510	37594710	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_172385, intron 3 of 5)	intron (NM_172385, intron 3 of 5)	175142.0	NM_172385	243937.0	Mm.322505	NM_172385	ENSMUSG00000043456	Zfp536	9630010P11Rik|Znf536|mKIAA0390	zinc finger protein 536	protein-coding	21.520000000000003	48.02
chr6_136794253_136794453	chr6	136794253	136794453	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	G-rich|Low_complexity|Low_complexity	10078.0	NM_175652	320332.0	Mm.246720	NM_175652	ENSMUSG00000096010	Hist4h4	B130044J01Rik	histone cluster 4, H4	protein-coding	0.345	18.195
chr12_35879502_35879702	chr12	35879502	35879702	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-46019.0	NM_207531	403205.0	Mm.190508	NM_207531	ENSMUSG00000036231	Agr3	BCMP11|E030025L21Rik|Gm888	anterior gradient 3	protein-coding	5.765	18.25
chr3_9439583_9439787	chr3	9439585	9439785	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_133218, intron 8 of 8)	intron (NM_133218, intron 8 of 8)	36607.0	NR_015499	320088.0	Mm.212908	NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA	24.11	54.375
chr11_94259184_94259384	chr11	94259184	94259384	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-16705.0	NM_181819	278507.0	Mm.342216	NM_181819	ENSMUSG00000044177	Wfikkn2	2610304F08Rik|AY100450|Gasp1|WFIKKNRP	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	protein-coding	1.27	17.245
chr6_135002066_135002266	chr6	135002066	135002266	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1A4|LTR|ERVL-MaLR	-9446.0	NM_026360	67755.0	Mm.166524	NM_026360	ENSMUSG00000030204	Ddx47	4930588A18Rik|C77285	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	protein-coding	2.48	26.585
chr19_5178691_5178891	chr19	5178691	5178891	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_153129, intron 1 of 23)	RLTR13D3|LTR|ERVK	-60383.0	NM_008451	16594.0	Mm.271648	NM_008451	ENSMUSG00000024862	Klc2	8030455F02Rik|AW212649|KLC 2|KLC-2	kinesin light chain 2	protein-coding	3.52	15.175
chr4_156229081_156229281	chr4	156229081	156229281	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_001008233)	promoter-TSS (NM_001008233)	-639.0	NM_001008233	231002.0	Mm.423124	NM_001008233	ENSMUSG00000078485	Plekhn1	BC025458	pleckstrin homology domain containing, family N member 1	protein-coding	26.83	55.775
chr18_62785184_62785384	chr18	62785184	62785384	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-28937.0	NR_037693	78449.0	Mm.262195	NR_037693	ENSMUSG00000041789	2700046A07Rik	A330042I05Rik	RIKEN cDNA 2700046A07 gene	ncRNA	3.52	35.35
chr8_64371260_64371460	chr8	64371260	64371460	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	143081.0	NR_030491	735270.0		NR_030491	ENSMUSG00000076042	Mir710	Mirn710|mmu-mir-710	microRNA 710	ncRNA	4.96	22.56
chr15_19855925_19856125	chr15	19855925	19856125	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTB_Mm|LTR|ERVL-MaLR	810725.0	NM_022816	64833.0	Mm.352763	NM_022816	ENSMUSG00000047565	Acot10	Acate3|MT-ACT48|p48	acyl-CoA thioesterase 10	protein-coding	1.44	32.56
chr11_89090986_89091186	chr11	89090986	89091186	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001033266, intron 3 of 3)	CT-rich|Low_complexity|Low_complexity	17245.0	NM_001033266	217071.0	Mm.342127	NM_001033266	ENSMUSG00000072553	Gm525	-	predicted gene 525	protein-coding	0.345	23.86
chr9_107345062_107345262	chr9	107345062	107345262	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_175486, intron 3 of 5)	intron (NM_175486, intron 3 of 5)	4522.0	NM_175486	235599.0	Mm.71039	NM_175486	ENSMUSG00000037977	6430571L13Rik	-	RIKEN cDNA 6430571L13 gene	protein-coding	4.5600000000000005	16.560000000000002
chr7_30857909_30858109	chr7	30857909	30858109	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-1831.0	NM_001033316	233080.0	Mm.291167	NM_001033316	ENSMUSG00000019429	Ffar3	Gm478|Gpr41	free fatty acid receptor 3	protein-coding	8.125	33.625
chr8_83859822_83860022	chr8	83859822	83860022	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1D2|LTR|ERVL-MaLR	-40176.0	NM_181039	330814.0	Mm.260733	NM_181039	ENSMUSG00000013033	Adgrl1	2900070I05Rik|AI182398|CLIBA|Lec2|Lphn1|mKIAA0821	adhesion G protein-coupled receptor L1	protein-coding	1.785	21.79
chr16_64934877_64935077	chr16	64934877	64935077	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_008310, intron 2 of 2)	MLT1A1|LTR|ERVL-MaLR	82892.0	NM_178647	106143.0	Mm.10160	NM_178647	ENSMUSG00000054604	Cggbp1	AA960172|AL023996|AW045841	CGG triplet repeat binding protein 1	protein-coding	0.635	70.25
chr8_72009333_72009533	chr8	72009333	72009533	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_024444, intron 1 of 12)	GA-rich|Low_complexity|Low_complexity	193.0	NM_024444	72054.0	Mm.160020	NM_024444	ENSMUSG00000003484	Cyp4f18	1810054N16Rik|Cyp4f3|Cypf18	cytochrome P450, family 4, subfamily f, polypeptide 18	protein-coding	3.51	78.44
chr6_120052565_120052765	chr6	120052565	120052765	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-14010.0	NM_001185020	232341.0	Mm.333349	NM_198703	ENSMUSG00000045962	Wnk1	6430573H23Rik|EG406236|Hsn2|Prkwnk1|mKIAA0344	WNK lysine deficient protein kinase 1	protein-coding	0.345	15.56
chr16_57309886_57310086	chr16	57309886	57310086	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_025599, intron 6 of 9)	intron (NM_025599, intron 6 of 9)	-17135.0	NM_027651	71027.0	Mm.158563	NM_027651	ENSMUSG00000022753	Tmem30c	4933401B01Rik|4933409A18Rik|Cdc50c	transmembrane protein 30C	protein-coding	0.865	26.66
chr18_69118275_69118475	chr18	69118275	69118475	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-96102.0	NR_105780	102465187.0		NR_105780	ENSMUSG00000098366	Mir145b	Gm27644|mmu-mir-145b	microRNA 145b	ncRNA	19.915	41.8
chr12_35051032_35051232	chr12	35051032	35051232	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001014973, intron 1 of 25)	intron (NM_001014973, intron 1 of 25)	3943.0	NM_001014973	217463.0	Mm.213991	NM_001014973	ENSMUSG00000020590	Snx13	Rgs-px1|mKIAA0713	sorting nexin 13	protein-coding	3.4000000000000004	15.645
chr14_47337181_47337381	chr14	47337181	47337381	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-36579.0	NM_001145953	16854.0	Mm.248615	NM_010705	ENSMUSG00000050335	Lgals3	GBP|L-34|Mac-2|gal3	lectin, galactose binding, soluble 3	protein-coding	5.015	15.185
chr9_41566769_41566969	chr9	41566769	41566969	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_131930, intron 3 of 3)	intron (NR_131930, intron 3 of 3)	-14384.0	NR_015483	73144.0	Mm.38166	NM_001033153	ENSMUSG00000074415	3110039I08Rik	2610203C20Rik|AI848448|D230004N17Rik|D3Mgi9|Mir100hg	RIKEN cDNA 3110039I08 gene	ncRNA	0.0	16.88
chr10_10301798_10301998	chr10	10301798	10301998	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	170416.0	NM_001127353	215772.0	Mm.246573	NM_172547	ENSMUSG00000050994	Adgb	9130014G24Rik	androglobin	protein-coding	7.155	20.495
chr2_145952762_145952962	chr2	145952762	145952962	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_175280, intron 6 of 6)	intron (NM_175280, intron 6 of 6)	18078.0	NM_175280	78774.0	Mm.136347	NM_175280	ENSMUSG00000037143	Cfap61	4930529M08Rik|BB178539|BC024760	cilia and flagella associated protein 61	protein-coding	0.575	71.9
chr17_35257401_35257610	chr17	35257405	35257605	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	-5589.0	NM_010380	14964.0	Mm.439675	NM_010380	ENSMUSG00000073411	H2-D1	H-2D|H2-D	histocompatibility 2, D region locus 1	protein-coding	74.465	174.38
chr4_88438052_88438302	chr4	88438077	88438277	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_025760, intron 1 of 6)	intron (NM_025760, intron 1 of 6)	749.0	NM_025760	66775.0	Mm.386788	NM_025760	ENSMUSG00000028497	Hacd4	4933428I03Rik|Hcad4|Ptplad2	3-hydroxyacyl-CoA dehydratase 4	protein-coding	25.245	128.47
chr17_36121397_36121597	chr17	36121397	36121597	+	1000.0	C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NM_010395)	promoter-TSS (NM_010395)	-53.0	NR_046286	15024.0	Mm.426031	NM_010395	ENSMUSG00000079491	H2-T10	H-2T10	histocompatibility 2, T region locus 10	protein-coding	1.385	105.775
chr14_78749278_78749478	chr14	78749278	78749478	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1B2|LTR|ERVL-MaLR	-24289.0	NM_001081336	380921.0	Mm.89591	NM_001081336	ENSMUSG00000034731	Dgkh	5930402B05Rik|D130015C16|DGK	diacylglycerol kinase, eta	protein-coding	4.615	16.795
chr6_146908883_146909096	chr6	146908889	146909089	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NM_026221, intron 1 of 26)	intron (NM_026221, intron 1 of 26)	20495.0	NM_001170433	67533.0	Mm.103382	NM_026221	ENSMUSG00000016487	Ppfibp1	4632409B19Rik|AW214454|AW261454	PTPRF interacting protein, binding protein 1 (liprin beta 1)	protein-coding	13.955	30.145
chr6_47191331_47191531	chr6	47191331	47191531	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001004357, intron 20 of 23)	intron (NM_001004357, intron 20 of 23)	-52965.0	NM_025771	66797.0	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding	2.135	16.174999999999994
chr10_20911432_20911632	chr10	20911432	20911632	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	ORR1F|LTR|ERVL-MaLR	-41015.0	NM_026203	52906.0	Mm.253280	NM_026203	ENSMUSG00000019986	Ahi1	1700015F03Rik|Ahi-1|D10Bwg0629e	Abelson helper integration site 1	protein-coding	3.055	61.03
chr2_122763057_122763275	chr2	122763066	122763266	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-2193.0	NM_001162503	59010.0	Mm.28986	NM_021507	ENSMUSG00000005803	Sqrdl	0610039J17Rik|4930557M22Rik|SQOR	sulfide quinone reductase-like (yeast)	protein-coding	26.880000000000006	77.22
chr16_95887791_95888003	chr16	95887797	95887997	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_040484, intron 1 of 3)	intron (NR_040484, intron 1 of 3)	10816.0	NR_040485	69776.0	Mm.120470	NR_040484	ENSMUSG00000086899	1600002D24Rik	-	RIKEN cDNA 1600002D24 gene	ncRNA	25.86	53.895
chr12_115337146_115337346	chr12	115337146	115337346	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	358548.0	NR_105810	102465205.0		NR_105810	ENSMUSG00000098336	Mir6388	Gm27925|mmu-mir-6388	microRNA 6388	ncRNA	1.905	16.174999999999994
chr10_115327022_115327222	chr10	115327022	115327222	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	B3A|SINE|B2	-11531.0	NM_024454	216344.0	Mm.21936	NM_024454	ENSMUSG00000020132	Rab21	9630024B22	RAB21, member RAS oncogene family	protein-coding	0.29	50.665000000000006
chr19_37048614_37048814	chr19	37048614	37048814	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001290826, intron 9 of 10)	intron (NM_001290826, intron 9 of 10)	122635.0	NM_001080706	107182.0	Mm.295062	NM_001080706	ENSMUSG00000040565	Btaf1	AI414500|AI447930|E430027O22Rik|TAF170	B-TFIID TATA-box binding protein associated factor 1	protein-coding	2.37	49.725
chr12_28743415_28743615	chr12	28743415	28743615	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_178811, intron 2 of 11)	L1MA9|LINE|L1	6879.0	NM_001161410	217449.0	Mm.132006	NM_178811	ENSMUSG00000020628	Trappc12	CGI-87|D930014A20Rik|Ttc15	trafficking protein particle complex 12	protein-coding	0.29	33.11
chr4_46547515_46547715	chr4	46547515	46547715	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_178893, intron 5 of 12)	MTB_Mm|LTR|ERVL-MaLR	-11474.0	NM_029077	74735.0	Mm.240252	NM_029077	ENSMUSG00000039853	Trim14	5830400N10Rik|pub	tripartite motif-containing 14	protein-coding	7.095	17.405
chr17_51477516_51477720	chr17	51477518	51477718	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	intron (NR_037250, intron 3 of 4)	intron (NR_037250, intron 3 of 4)	-29349.0	NR_046166	328837.0	Mm.236143	NR_046166		C330011F03Rik	C330011F03	RIKEN cDNA C330011F03 gene	ncRNA	16.545	38.62000000000001
chr18_65228322_65228522	chr18	65228322	65228522	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_105742, intron 4 of 6)	intron (NR_105742, intron 4 of 6)	-20439.0	NR_029600	387231.0		NR_029600	ENSMUSG00000065402	Mir122	Mir122a|Mirn122a|mir-122|mmu-mir-122	microRNA 122	ncRNA	1.15	26.435
chr13_116740978_116741178	chr13	116740978	116741178	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	L1MA9|LINE|L1	284438.0	NM_001081009	52552.0	Mm.274466	NM_027272	ENSMUSG00000021725	Parp8	2810430O08Rik|ARTD16|D13Ertd275e	poly (ADP-ribose) polymerase family, member 8	protein-coding	9.53	25.175
chr2_118563993_118564193	chr2	118563993	118564193	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	MTC|LTR|ERVL-MaLR	-14407.0	NM_138313	171543.0	Mm.210125	NM_138313	ENSMUSG00000040093	Bmf	AW260063|AW411872	BCL2 modifying factor	protein-coding	2.31	38.97
chr8_69077116_69077316	chr8	69077116	69077316	+	1000.0	C57Bl6_PU1_notx_idr.tsv	5' UTR (NM_153054, exon 2 of 17)	5' UTR (NM_153054, exon 2 of 17)	-11520.0	NM_007509	11966.0	Mm.249096	NM_007509	ENSMUSG00000006273	Atp6v1b2	AI194269|AI790362|Atp6b2|HO57|R74844	ATPase, H+ transporting, lysosomal V1 subunit B2	protein-coding	3.865	30.735
chr5_86075926_86076126	chr5	86075926	86076126	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_001310639, intron 1 of 7)	(TCCC)n|Simple_repeat|Simple_repeat	4280.0	NM_001310639	56792.0	Mm.131237	NM_019992	ENSMUSG00000029254	Stap1	AI586015|Brdg1|STAP-1	signal transducing adaptor family member 1	protein-coding	2.19	22.965
chr4_140872350_140872567	chr4	140872358	140872558	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	promoter-TSS (NR_040654)	promoter-TSS (NR_040654)	-235.0	NR_040654	75128.0	Mm.67085	NR_040654	ENSMUSG00000087045	4930515B02Rik	-	RIKEN cDNA 4930515B02 gene	ncRNA	43.565	138.60000000000002
chr6_17594106_17594306	chr6	17594106	17594306	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER6C|LTR|ERVK	-42892.0	NM_007604	12343.0	Mm.392504	NM_007604	ENSMUSG00000015733	Capza2	1110053K06Rik|AW208808|Cappa2	capping protein (actin filament) muscle Z-line, alpha 2	protein-coding	6.795	22.19
chr6_129112549_129112749	chr6	129112549	129112749	+	1000.0	C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-3869.0	NR_073569	724020.0	Mm.424965	NR_073569		Klrb1-ps1	Nkrp1e	killer cell lectin-like receptor subfamily B member 1, pseudogene 1	pseudo	4.38	20.72
chr8_70635339_70635704	chr8	70635421	70635621	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	RMER4B|LTR|ERVK	-3065.0	NM_001330687	23886.0	Mm.31325	NM_011819	ENSMUSG00000038508	Gdf15	MIC-1|NAG-1|SBF	growth differentiation factor 15	protein-coding	20.295	76.67500000000003
chr4_86632524_86632749	chr4	86632536	86632736	+	1000.0	BALBC_PU1_notx_idr.tsv|C57Bl6_PU1_notx_idr.tsv	Intergenic	Intergenic	-20614.0	NM_173400	230376.0	Mm.74730	NM_173400	ENSMUSG00000038047	Haus6	6230416J20Rik|9830144E06|D4Ertd27e|mKIAA1574	HAUS augmin-like complex, subunit 6	protein-coding	29.245	84.12
chr10_99619506_99619706	chr10	99619506	99619706	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NR_038019, intron 1 of 2)	intron (NR_038019, intron 1 of 2)	10435.0	NR_038019	100504202.0	Mm.403801	NR_038019		Gm20110	-	predicted gene, 20110	ncRNA	6.295	15.25
chr8_91551009_91551209	chr8	91551009	91551209	+	1000.0	C57Bl6_PU1_notx_idr.tsv	intron (NM_011936, intron 8 of 8)	intron (NM_011936, intron 8 of 8)	237584.0	NM_011936	26383.0	Mm.4375	NM_011936	ENSMUSG00000055932	Fto	AW743446|mKIAA1752	fat mass and obesity associated	protein-coding	12.239999999999998	27.405
